Holywell Coronavirus Support ,Holywell,Flintshire,,,,https://www.facebook.com/groups/215409109820854/?ref=share
Buckley Emergency Response Group,"Tabernacle Street, Buckley CH7 2JT, UK",Flintshire,DELETE,,Duplicate,Www.facebook.com/the
Buckley Emergency Response Team,"Tabernacle Street, Buckley CH7 2JT, UK",Flintshire,,,,https://www.facebook.com/groups/883174221802686/?ref=share
GrÅµp Cymorth Covid-19 Aid Group - Ardal Deiniolen Area,"Deiniolen, Gwynedd",Gwynedd,,,,https://www.facebook.com/groups/2746564232063847/
Tywyn and District Corona Support,"Tywyn and District, Gwynedd, Wales",Gwynedd,,,,https://www.facebook.com/TywynCoronaSupport/
GrÅµp Cefnogi CORONAVIRUS Talybont-Llandygai Support Group,"Talybont & Llandygai, Gwynedd, Wales",Gwynedd,,,,https://www.facebook.com/groups/606483796601986/
Maes G Corona Virus Support Group (Marchog),"Marchog Ward, Bangor",Gwynedd,,,,https://www.facebook.com/Maes-G-Corona-Virus-Support-group-166216060559730
Plan C Dyffryn Ardudwy + Talybont,Dyffryn ARDUDWY  LL442DH ,Gwynedd,,,,https://www.facebook.com/groups/252338849118563/?ref=share
Cymorth Corona Ardal Dolgellau a Dinas Mawddwy Corona Help Group,Dinas Mawddwy & Dolgellau,Gwynedd,,,,https://www.facebook.com/groups/191075669001543/
Cymuned Llanbedr Community Eryri-Snowdonia,"Llanbedr, Gwynedd",Gwynedd,,,,https://www.facebook.com/llanbedr/?__tn__=kC-R&eid=ARDS0zsReqb5714MNaalLkNy09Hw_7qY_Ey7E8jdt-NPaqSn9jYSYR-j38pT8vsRG0jzCJokq83f5o3q&hc_ref=ARRoUQzvr5Z-ICXceIwqUKbWVqtJMnLFXbZTOCG4MIbDdPs8rzO_nnbHziHx_wEAlCw&fref=nf&__xts__[0]=68.ARAGb8Cvl3RxhtWBKPaHs-UComfso0cg9NwuIE0x8RUzFatej74cZmP_-2uVlOiU2xHoX06zH9tZuV8hxAl-R9aIBZKdxnJe_bYfFRogrnSf7qwG_EcjFr5SVta3pssROIdlBfoKE4rzmLSzn9uVVcQH_mv9XHbkSIioHYpvh2tbT4q8mmu0uXywQ8T804V4zpveJFaQ3Vu1sQQP8xCy35UPk8NU6olPV-bLSx-mM1SyO97aXHiYWQ-VohYirpF_iM00WTPVDrXlm74u12j4i97bFdrvXvIxGr3K49fr5IZ5ux4Ezp3U524_vFeJu_B0UvQ_sZo-daEzHAVtZRs
Y Garreg Groceries and Errands Hub,"Llanfrothen, Gwynedd",Gwynedd,,,,https://www.facebook.com/Ygarreg/
Yr Ymateb Cymuned Penllyn Community Response,"Bala, Gwynedd",Gwynedd,,,,https://www.facebook.com/groups/PenllynResponse/
MaesG Coronavirus Supprt Group,"Penrhyn Avenue, Bangor LL57 1LT, UK",Gwynedd,,,,https://www.facebook.com/Maes-G-Corona-Virus-Support-group-166216060559730/
Help Harlech,"Cae Gwastad, Harlech LL46 2GY, UK",Gwynedd,,,,https://www.facebook.com/helpharlech/
Covid 19 Mutual Aid MÃ´n,Anglesey,Isle of Anglesey,,,,https://www.facebook.com/groups/205528177434085/?ref=share
Cynllun Tro Da Seiriol Good Turn Scheme,"Beaumaris, Anglesey, North Wales",Isle of Anglesey,,,,http://www.facebook.com/TroDaSeiriolGoodTurn/
Benllech 8SY and 8SU,"Wales, Benllech, LL74 8SY + 8SU",Isle of Anglesey,,,,https://www.facebook.com/groups/880080229104282/?ref=share
Merthyr Covid-19 Mutual Aid Network,Merthyr Tydfil,Merthyr Tydfil,,,,https://m.facebook.com/story.php?story_fbid=2747414655294876&id=848755281827499&sfnsn=scwspmo&extid=FywXTRPB60Wt1Qtb
Magor and Undy Covid 19 community support,Magor and Undy,Monmouthshire,,,,https://www.facebook.com/groups/514505086140350/?ref=share
Raglan Covid-19 Assistance,Raglan,Monmouthshire,,,,https://m.facebook.com/groups/177251319141603?view=permalink&id=1349817451884978
Usk area coronavirus help and support  ,"Usk, Wales ",Monmouthshire,,,,https://www.facebook.com/groups/224082088966427/?ref=share
Abergavenny Street Monitors,Abergavenny,Monmouthshire,,,,https://www.facebook.com/groups/AbergavennyStreetMonitors/
Brook Estate and area self isolation support,"Monmouth, Monmouthshire",Monmouthshire,,,,https://www.facebook.com/groups/928145774269826/
Monmouth Self Isolation Support,"Monmouth, Monmouthshire",Monmouthshire,,,,https://www.facebook.com/groups/928145774269826/?fref=gs&dti=168773666524917&hc_location=group
Chepstow Covid 19 Help Group,Chepstow,Monmouthshire,,,,https://www.facebook.com/groups/543155922970484/
Rogiet Coronavirus (Covid 19) Community Support Group,"Rogiet, Monmouthshire",Monmouthshire,,,,https://www.facebook.com/groups/566241517580215/permalink/566243767579990/
"Working Together, Grosmont","Grosmont, Wales",Monmouthshire,,,,https://grosmont.wales/
Caerwent Community Support Group-COVID19,"Caerwent, Caldicot",Monmouthshire,,,,https://www.faceboook.com/groups/caerwentCOVID19
Devauden Coronavirus Support Group,Devauden Monmouthsire,Monmouthshire,,,,http://www.devauden.org.uk/covid-19.html
Llandogo covid-19 mutual aid ,"Llandogo, wye valley",Monmouthshire,,,,https://www.facebook.com/groups/639477593560528/
Alltwen Covid19 Community Volunteers ,"Alltwen, Pontardawe ",Neath Port Talbot,,,,https://www.facebook.com/groups/1098155540582789/
Cimla Covid-19 Support Group,Cimla,Neath Port Talbot,,,,https://m.facebook.com/groups/198095591510088?tsid=0.3603471496901902&source=result
Dulais Valley covid 19 support group,"Dulais Valley, Neath, South Wales, Uk",Neath Port Talbot,,,,https://m.facebook.com/groups/566248827431071?multi_permalinks=566921334030487&comment_id=566932344029386&notif_t=feedback_reaction_generic&notif_id=1584380328525425&ref=m_notif
Covid 19 Neath & Skewen Support Group,Neath,Neath Port Talbot,,,,https://www.facebook.com/groups/222051098944405/?ref=share
St Joseph's R C Parish community support,Neath,Neath Port Talbot,,,,https://m.facebook.com/groups/209998053550815/?ref=group_browse
YSTALYFERA and ystradgynlais covid-19 aid group,Ystalyfera and Ystradgynlais neath port talbot,Neath Port Talbot,,,,https://www.facebook.com/groups/499637640924566/?ref=share
Covid-19 Bryncoch and Caewern ,Bryncoch,Neath Port Talbot,,,,https://www.facebook.com/groups/2540308379517021/?ref=share
Covid-19 Cilfrew and Aberdulais,Aberdulais ,Neath Port Talbot,,,,https://www.facebook.com/groups/covid19cilfrewandaberdulais/?ref=share
Melin Covid-19 Support Group,"Melin area of Neath, Neath Port Talbot",Neath Port Talbot,,,,https://www.facebook.com/groups/210846583484922/
Neath North Residents Covid-19 Support Group,Neath North,Neath Port Talbot,,,,https://www.facebook.com/groups/448708435776204/
Covid-19 mutual aid Newport group,"Newport, South Wales",Newport,,,,https://www.facebook.com/groups/covid19newport
Little Helpers ,"Newport, UK",Newport,,,,https://www.facebook.com/groups/1033525720366303
Carmarthen & South Pembrokeshire ,"Camarthen, Tenby, Pembrokeshire ",Pembrokeshire,,,,https://www.facebook.com/groups/231551228021854/?ref=share
Goodwick Mutual Aid Group,"Goodwick, Pembrokeshire",Pembrokeshire,,,,https://www.facebook.com/groups/249992116163040/
Keeston Mutual Aid Group,"Keeston, Pembrokeshire",Pembrokeshire,,,,https://www.facebook.com/groups/236700560819521/
Marloes & St Brides Covid-19 Support Group,"Marloes, Pembrokeshire",Pembrokeshire,,,,https://api.whatsapp.com/send?phone=7887527152
Marloes & St Brides Support,"Marloes, Pwmbrokeshire",Pembrokeshire,,,,https://m.facebook.com/etruelove85?ref=bookmarks
Covid-19 Mutual Aid Pembrokeshire,Narberth Pembrokeshire Wales,Pembrokeshire,,,,https://www.facebook.com/groups/201405821115376/
Carms west & South Pembrokeshire Covid 19 Support group,Pembrokeshire ,Pembrokeshire,,,,https://www.facebook.com/groups/231551228021854/
Covid-19 Mutual Aid UK St Davids and surrounding areas,SA62 6SR,Pembrokeshire,,,,https://www.facebook.com/groups/228724638172201/228724644838867/?comment_id=228829874828344&notif_id=1584359150373995&notif_t=group_comment
Mutual Aid Fishguard ,Fishguard ,Pembrokeshire,,,,https://www.facebook.com/groups/874344719674197/?ref=share
Pembroke Needs You,"Pembroke, Wales, UK",Pembrokeshire,,,,https://www.facebook.com/groups/688508338555798/
Neyland Community Group,"Neyland, Pembrokeshire, Wales",Pembrokeshire,,,,https://www.facebook.com/groups/291684121800143/
Haverhelp During Coronavirus,"Haverfordwest, Pembrokeshire",Pembrokeshire,,,,https://www.facebook.com/groups/844894585984572/
Newport Trefdraeth Corona virus help,Newport Pembrokeshire,Pembrokeshire,,,,https://www.facebook.com/groups/190760015690311/
Amroth and District Good Neighbours,Amroth Ward (Pembrokeshire),Pembrokeshire,,,,http://amrothgoodneighbours.wales
Abercegir Covid Support Group,"Abercegir, Machynlleth",Powys,,,,https://www.facebook.com/groups/233395261131422
Coronavirus Brecon and surrounding areas support group,Brecon,Powys,,,,https://www.facebook.com/groups/546009316119695
Coronavirus Brecon and surrounding areas support group  ,Brecon,Powys,,,,https://www.facebook.com/groups/546009316119695/?ref=share
Brooks Coronavirus Support,"Brooks, Berriew, Welshpool, Powys",Powys,,,,https://www.facebook.com/groups/brookscommunity/
Discoed Covid-19 support group,LD8 2NW,Powys,,,,https://www.facebook.com/groups/832092763952188/
Llanbrynmair Corona community response group,Llanbrynmair ,Powys,,,,https://www.facebook.com/groups/1249103548633011/
Llandrindod Community Covid 19 Support,Llandrindod Wells,Powys,,,,https://www.facebook.com/groups/204963444151360
Llanidloes COVID-19 Support Group,"Llanidloes, Powys",Powys,,,,https://www.facebook.com/groups/228361681637895/
Llanymynech Covid 19 Support Group,"Llanymynech, SY22https",Powys,,,,https://www.facebook.com/groups/207094913840556/?ref=group_header
Machynlleth Corona Community Response,"Machynlleth, Powys",Powys,,,,https://www.facebook.com/MachCoronaResponse
 Machynlleth Corona Community Response,"Machynlleth, Powys",Powys,,,,https://www.facebook.com/MachCoronaResponse/
Newtown Powys COVID- 19 Mutual Aid,"Newtown, Powys.",Powys,,,,https://www.facebook.com/groups/671541386934532
Newtown Powys COVID-19 Mutual Aid,"Newtown, Powys.",Powys,,,,https://www.facebook.com/groups/671541386934532/
North Berwick Resilience Group,North Berwick,Powys,DELETE,,not welsh,https://www.facebook.com/groups/229494641777428
Pantydwr & St. Harmon Covid-19 (Coronavirus) Support,"Pantydwr & St. Harmon and surrounding, Powys, Mid Wales",Powys,,,,https://www.facebook.com/groups/2795761487209038/
Rhayader Covid-19 Support Network,"Rhayader, Powys",Powys,,,,https://www.facebook.com/Rhayader-Covid-19-Support-Network-102898501351327/
Caersws ,Caersws Powys ,Powys,,,,https://www.facebook.com/groups/870195643393182/?ref=share
HIlltop Helpers,"Llanwyddelan, Adfa, Cefn Coch, Llanllugan",Powys,,,,https://www.facebook.com/search/posts/?q=hilltop%20helpers%20corona%20virus%20community%20assistance&epa=SERP_TAB
Llangammarch Community,Llangammarch,Powys,,,,https://nextdoor.co.uk/news_feed/
Bredon C-19,"Brecon, Worcestershire and surrounding hamlets",Powys,,,,https://www.facebook.com/groups/bredonparishnoticeboard/
Caersws & Local Villages Covid 19 Support Group,"Caersws, Powys",Powys,,,,https://www.facebook.com/groups/870195643393182/
Llansillin Community Volunteers ,Llansilin Powys ,Powys,,,,https://www.facebook.com/groups/609619539622604/?ref=share
Abermule Community Centre Outreach,"Abermule , Powys, SY15 6NS ",Powys,,,,https://www.facebook.com/AbermuleCommunityCentre
Abermule Community Centre - Outreach,"Abermule, Powys, SY15 6NS",Powys,,,,https://www.abermule.cymru
Berriew Support,"Berriew, Powys",Powys,,,,https://www.facebook.com/groups/BerriewSupport/
Presteigne & Norton Coronavirus Community Response,"Presteigne, UK",Powys,,,,https://www.facebook.com/Presteigne-Norton-Community-Covid-19-Support-101948184783706/
Love Spreads <3,"Pontyclun, Rhondda Cynon Taf",Rhondda Cynon Taf,,,,https://www.facebook.com/groups/2993394010768817/
CoronaVirus South Wales,"South Wales, UK",Rhondda Cynon Taf,DELETE,,not specific,https://www.facebook.com/groups/CoronaVirusSouthWales/
Efail Isaf Covid-19 support network ,Efail Isaf,Rhondda Cynon Taf,,,,https://www.facebook.com/groups/235868693655644/?ref=share
Miskin Community Friends,Miskin Pontyclun RCT,Rhondda Cynon Taf,,,,https://www.facebook.com/groups/606150183563118/
Spectacle Theatre Ltd ,Porth ,Rhondda Cynon Taf,,,,http://www.spectacletheatre.co.uk
Covid 19 help and support Taffs Well and nantgarw,Taff's well village hall ,Rhondda Cynon Taf,,,,https://www.facebook.com/Covid-19-help-and-support-Taffs-well-and-Nantgarw-106246037675442/
Salem Chapel Foodbank Delivery and Support,Tonteg/Church Village/ Llantwit Fadre,Rhondda Cynon Taf,,,,https://salemtonteg.wordpress.com/
Stay Connected Telephone Befriending Network,Rhondda Cynon Taff RCT,Rhondda Cynon Taf,,,,https://www.facebook.com/MHMWales
Glyncoch Covid19 community support group,Glyncoch CF37 3DA,Rhondda Cynon Taf,,,,https://www.facebook.com/groups/2567769563490521/
Gilfach goch coronavirus help group,"R.c.t  Gilfach goch,  south wales",Rhondda Cynon Taf,,,,https://www.facebook.com/0778angie
We are Gower COVID-19 Mutual Aid & Community Page ,"Gower, Swansea ",Swansea,,,,https://www.facebook.com/groups/509317506645726/?source=unknown
Overland Road Support Group,"Overland Road, The Mumbles, Swansea",Swansea,,,,https://www.facebook.com/groups/2592923680922293/
facebook.com/julia.okeeffe.731,"Penclawdd, Swansea",Swansea,,,,https://www.facebook.com/julia.okeeffe.731/timeline?lst=100048779498646%3A100048779498646%3A1584279718
Swansea Covid 19 support group.,"Swansea, UK",Swansea,,,,https://www.facebook.com/groups/1110458535954111/
Gower Support Group - Francesca Oâ€™Brien ,"Gower, Swansea ",Swansea,,,,https://www.facebook.com/groups/200096814588785/?ref=share
Tircoed Covid-19 Community Support Group,"Tircoed, Swansea ",Swansea,,,,https://www.facebook.com/groups/215980296162269/
The Gathering Place,SA1 5SW,Swansea,,,,https://www.facebook.com/thegatheringplaceuk/
Swansea Isolation Activity Packs,Swansea,Swansea,,,,https://www.facebook.com/SwanseaActivityPacks/
Paul Popham Fund: Renal Support Wales,"Swansea SA7 9LA, UK",Swansea,,,,www.paulpophamfund.co.uk
Pontypool covid19  help group ,Pontypool Torfaen ,Torfaen,,,,https://www.facebook.com/groups/562773531254475/?ref=share
Henllys COVID-19,"Henllys, Cwmbran, South Wales",Torfaen,,,,https://www.facebook.com/groups/807440326429406/
Blaenavon Coronovirus Help Group,"Blaenavon, Pontypool, UK",Torfaen,,,,www.facebook.com/groups/561669131115526/
Councillor Elizabeth Haynes ,"Cwmbran, UK",Torfaen,,,,https://m.facebook.com/groups/692362157447373?group_view_referrer=profile_browser
Croesyceiliog & Llanyrafon Support Group,"Woodland Road, Croesyceiliog, Cwmbran NP44 2DZ, UK",Torfaen,,,,https://www.facebook.com/groups/211440669330816/?ref=share
New Inn Corona Virus Community Support,"New Inn, Pontypool, UK",Torfaen,,,,https://www.facebook.com/groups/2533872780158819/
Coed Eva Community - Covid 19 Support,"Oxtens, Coed Eva, Cwmbran NP44 4TP, UK",Torfaen,,,,https://www.facebook.com/groups/475764279184930/
Greenmeadow/fairwater covid-19 group,"Cwmbran, UK",Torfaen,,,,https://www.facebook.com/greenmeadow/fairwaterCovid-19groupduscusdion
Barry Waterfront covid19 Community Support ,"Barry Waterfront development, Barry South Wales ",Vale of Glamorgan,,,,https://m.facebook.com/groups/2476088765987098?view=info&ref=m_notif&notif_t=feedback_reaction_generic
Barry Community COVID-19 news and assistance,"Barry, Wales",Vale of Glamorgan,,,,https://www.facebook.com/groups/BarryCommunityCOVID19
Llandough Covid-19 Mutual Aid Group,"Llandough, Vale of Glamorgan",Vale of Glamorgan,,,,https://www.facebook.com/groups/216736309441390/
Rhoose Coronavirus Help,"Rhoose, Vale of Glamorgan",Vale of Glamorgan,,,,https://www.facebook.com/groups/214436179920021/
St Hilary Support Group,"St Hilary, Vale of Glamorgan",Vale of Glamorgan,,,,https://www.facebook.com/groups/sthilary/
St Hilary (Wales) Community Coronavirus Support,CF71 7DP,Vale of Glamorgan,,,,http://www.sthilary.org.uk/
Helping Hands St Brides Major,St Brides Major CF32 0SH,Vale of Glamorgan,,,,https://www.facebook.com/groups/153075902516684
Helping Hands Ogmore-by-Sea,Vale of Glamorgan cf32 0pz,Vale of Glamorgan,,,,https://www.facebook.com/groups/141281007210984/?post_id=146609596678125&comment_id=146615940010824&reply_comment_id=146624740009944&notif_id=1585048527299175&notif_t=group_comment_mention&ref=notif
Helping Hands Penarth,Penarth ,Vale of Glamorgan,,,,https://m.facebook.com/groups/207933657118081?tsid=0.4651728674983603&source=result.co.uk
Chirk Coronavirus Support,"Chirk, Wrexham",Wrexham,,,,https://www.facebook.com/ChirkCoronavirusSupport/
Rossett & Burton Mutual Aid,Rossett & Burton,Wrexham,,,,https://www.facebook.com/groups/127968321335022/
Covid 19 Overton and surrounding areas,Wr3xham,Wrexham,,,,https://www.facebook.com/groups/201895507736999/?ref=share
"Covid19 Penley, Overton on Dee rural areas",Wrexham,Wrexham,,,,https://www.facebook.com/groups/20189550773699
Covid-19 Hightown Wrexham,Wrexham Hightown,Wrexham,,,,https://www.facebook.com/groups/206264707474685/?source=unknown
South Wrexham Community Reponse: Covid-19,"Overton, Penley, and South Wrexham",Wrexham,,,,https://www.facebook.com/CommunityWellbeingService/
