"Llandough, Vale of Glamorgan",Llandough Covid-19 Mutual Aid Group,Vale of Glamorgan,W06000014,https://www.facebook.com/groups/216736309441390/,
Llandrindod Wells,Llandrindod Community Covid 19 Support,Powys,W06000023,https://www.facebook.com/groups/204963444151360,
Llanelli ,Coronavirus Llanelli Support ,Carmarthenshire,W06000010,https://www.facebook.com/groups/299913577639565/?ref=share,
"Llanidloes, Powys",Llanidloes COVID-19 Support Group,Powys,W06000023,https://www.facebook.com/groups/228361681637895/,
"Llanymynech, SY22https",Llanymynech Covid 19 Support Group,Powys,W06000023,https://www.facebook.com/groups/207094913840556/?ref=group_header,
"Machynlleth, Powys",Machynlleth Corona Community Response,Powys,W06000023,https://www.facebook.com/MachCoronaResponse,
"Machynlleth, Powys", Machynlleth Corona Community Response,Powys,W06000023,https://www.facebook.com/MachCoronaResponse/,
Magor and Undy,Magor and Undy Covid 19 community support,Monmouthshire,W06000021,https://www.facebook.com/groups/514505086140350/?ref=share,
"Marloes, Pembrokeshire",Marloes & St Brides Covid-19 Support Group,Pembrokeshire,W06000009,https://api.whatsapp.com/send?phone=7887527152,
"Marloes, Pwmbrokeshire",Marloes & St Brides Support,Pembrokeshire,W06000009,https://m.facebook.com/etruelove85?ref=bookmarks,
Merthyr Tydfil,Merthyr Covid-19 Mutual Aid Network,Merthyr Tydfil,W06000024,https://m.facebook.com/story.php?story_fbid=2747414655294876&id=848755281827499&sfnsn=scwspmo&extid=FywXTRPB60Wt1Qtb,
Narberth Pembrokeshire Wales,Covid-19 Mutual Aid Pembrokeshire,Pembrokeshire,W06000009,https://www.facebook.com/groups/201405821115376/,
Neath,Covid 19 Neath & Skewen Support Group,Neath Port Talbot,W06000012,https://www.facebook.com/groups/222051098944405/?ref=share,
Neath,St Joseph's R C Parish community support,Neath Port Talbot,W06000012,https://m.facebook.com/groups/209998053550815/?ref=group_browse,
"Newport, South Wales",Covid-19 mutual aid Newport group,Newport,W06000022,https://www.facebook.com/groups/covid19newport,
"Newtown, Powys.",Newtown Powys COVID- 19 Mutual Aid,Powys,W06000023,https://www.facebook.com/groups/671541386934532,
North Berwick,North Berwick Resilience Group,Powys,W06000023,https://www.facebook.com/groups/229494641777428,
"Overland Road, The Mumbles, Swansea",Overland Road Support Group,Swansea,W06000011,https://www.facebook.com/groups/2592923680922293/,
"Pantydwr & St. Harmon and surrounding, Powys, Mid Wales",Pantydwr & St. Harmon Covid-19 (Coronavirus) Support,Powys,W06000023,https://www.facebook.com/groups/2795761487209038/,
Pembrokeshire ,Carms west & South Pembrokeshire Covid 19 Support group,Pembrokeshire,W06000009,https://www.facebook.com/groups/231551228021854/,
"Penclawdd, Swansea",facebook.com/julia.okeeffe.731,Swansea,W06000011,https://www.facebook.com/julia.okeeffe.731/timeline?lst=100048779498646%3A100048779498646%3A1584279718,
"Pencoed, South Wales CF35 ",Pencoed Coronavirus Support Group,Bridgend,W06000013,https://www.facebook.com/groups/894214391009594/about/,
Penmachno,Grŵp Cefnogi Penmachno Support Group (coronavirus),Conwy,W06000003,https://www.facebook.com/groups/penmachno.coronavirus/,
"Penmaenmawr, Dwygyfylchi & Llanfairfechan, ",Happy Helpers,Conwy,W06000003,https://www.facebook.com/groups/201798667713015/,
Penpedairheol South Wales ,PENPEDAIRHEOL COVID-19 SELF ISOLATION HELP FOR THE VULNERABLE ,Caerphilly,W06000018,https://www.facebook.com/groups/577390389529582/?ref=share,
"Pontyclun, Rhondda Cynon Taf",Love Spreads <3,Rhondda Cynon Taf,W06000016,https://www.facebook.com/groups/2993394010768817/,
Pontypool Torfaen ,Pontypool covid19  help group ,Torfaen,W06000020,https://www.facebook.com/groups/562773531254475/?ref=share,
Prestatyn,Covid-19 Community Response - Prestatyn,Denbighshire,W06000004,https://www.facebook.com/groups/2716349328462604/?ref=share,
Prestatyn and Rhyl,Prestatyn and Rhyl Covid-19 Mutual Aid Group,Denbighshire,W06000004,https://www.facebook.com/100004856688012/posts/1367828646722345,
Raglan,Raglan Covid-19 Assistance,Monmouthshire,W06000021,https://m.facebook.com/groups/177251319141603?view=permalink&id=1349817451884978,
"Rhayader, Powys",Rhayader Covid-19 Support Network,Powys,W06000023,https://www.facebook.com/Rhayader-Covid-19-Support-Network-102898501351327/,
"Rhoose, Vale of Glamorgan",Rhoose Coronavirus Help,Vale of Glamorgan,W06000014,https://www.facebook.com/groups/214436179920021/,
"Riverside, Cardiff",Riverside Covid-19 Mutual Aid Group,Cardiff,W06000015,https://www.facebook.com/groups/516781909027928/,
Rossett & Burton,Rossett & Burton Mutual Aid,Wrexham,W06000006,https://www.facebook.com/groups/127968321335022/,
SA62 6SR,Covid-19 Mutual Aid UK St Davids and surrounding areas,Pembrokeshire,W06000009,https://www.facebook.com/groups/228724638172201/228724644838867/?comment_id=228829874828344&notif_id=1584359150373995&notif_t=group_comment,
"South Wales, UK",CoronaVirus South Wales,Rhondda Cynon Taf,W06000016,https://www.facebook.com/groups/CoronaVirusSouthWales/,
Splott/ Adamsdown (Cardiff),Splott/ Adamsdown Covid 19 Mutual Aid ,Cardiff,W06000015,https://www.facebook.com/groups/633534294092813/?multi_permalinks=633961207383455%2C633944587385117%2C633660087413567%2C633603540752555&notif_id=1584293608051098&notif_t=group_activity,
"Swansea, UK",Swansea Covid 19 support group.,Swansea,W06000011,https://www.facebook.com/groups/1110458535954111/,
Ty'n-y-Groes,Ty'n-y-Groes COVID-19 Support Group,Conwy,W06000003,https://www.facebook.com/groups/503484756992228,
"Tywyn and District, Gwynedd, Wales",Tywyn and District Corona Support,Gwynedd,W06000002,https://www.facebook.com/TywynCoronaSupport/,
"Usk, Wales ",Usk area coronavirus help and support  ,Monmouthshire,W06000021,https://www.facebook.com/groups/224082088966427/?ref=share,
Wr3xham,Covid 19 Overton and surrounding areas,Wrexham,W06000006,https://www.facebook.com/groups/201895507736999/?ref=share,
Wrexham,"Covid19 Penley, Overton on Dee rural areas",Wrexham,W06000006,https://www.facebook.com/groups/20189550773699,
Ystalyfera and Ystradgynlais neath port talbot,YSTALYFERA and ystradgynlais covid-19 aid group,Neath Port Talbot,W06000012,https://www.facebook.com/groups/499637640924566/?ref=share,
"Canton, Cardiff",Canton Covid-19 mutual aid group,Cardiff,W06000015,https://www.facebook.com/groups/2532290837040130/,
Efail Isaf,Efail Isaf Covid-19 support network ,Rhondda Cynon Taf,W06000016,https://www.facebook.com/groups/235868693655644/?ref=share,
Llandudno,Llandudno Covid-19 Action Network,Conwy,W06000003,https://www.facebook.com/groups/227054078418261/members/,
CF14 5NH ,Melbourne & Georgian Mutual Aid Group,Cardiff,W06000015,https://www.facebook.com/groups/2473944462936303/,
"Talybont & Llandygai, Gwynedd, Wales",Grŵp Cefnogi CORONAVIRUS Talybont-Llandygai Support Group,Gwynedd,W06000002,https://www.facebook.com/groups/606483796601986/,
Wrexham Hightown,Covid-19 Hightown Wrexham,Wrexham,W06000006,https://www.facebook.com/groups/206264707474685/?source=unknown,
Abergavenny,Abergavenny Street Monitors,Monmouthshire,W06000021,https://www.facebook.com/groups/AbergavennyStreetMonitors/,
"Overton, Penley, and South Wrexham",South Wrexham Community Reponse: Covid-19,Wrexham,W06000006,https://www.facebook.com/CommunityWellbeingService/,
Fishguard ,Mutual Aid Fishguard ,Pembrokeshire,W06000009,https://www.facebook.com/groups/874344719674197/?ref=share,
Cardiff - Penylan,Penylan Covid-19 Community Support,Cardiff,W06000015,https://www.facebook.com/groups/207574297320020/?ref=share,
"Marchog Ward, Bangor",Maes G Corona Virus Support Group (Marchog),Gwynedd,W06000002,https://www.facebook.com/Maes-G-Corona-Virus-Support-group-166216060559730,
Caersws Powys ,Caersws ,Powys,W06000023,https://www.facebook.com/groups/870195643393182/?ref=share,
Bryncoch,Covid-19 Bryncoch and Caewern ,Neath Port Talbot,W06000012,https://www.facebook.com/groups/2540308379517021/?ref=share,
Aberdulais ,Covid-19 Cilfrew and Aberdulais,Neath Port Talbot,W06000012,https://www.facebook.com/groups/covid19cilfrewandaberdulais/?ref=share,
"Thornhill, Cardiff CF14",Thornhill Covid-19 - Mutual Aid,Cardiff,W06000015,https://www.facebook.com/groups/597715667480516/,
"Llanwyddelan, Adfa, Cefn Coch, Llanllugan",HIlltop Helpers,Powys,W06000023,https://www.facebook.com/search/posts/?q=hilltop%20helpers%20corona%20virus%20community%20assistance&epa=SERP_TAB,
Tremorfa & Pengam Green (Cardiff),Tremorfa / Pengam Green COVID-19 Mutual Aid Group,Cardiff,W06000015,https://www.facebook.com/groups/TremorfaPengamGreen/,
Llangammarch,Llangammarch Community,Powys,W06000023,https://nextdoor.co.uk/news_feed/,
Pontyates Carmarthenshire Wales,pontyates noticeboard,Carmarthenshire,W06000010,https://www.facebook.com/groups/PontyatesHelp/?multi_permalinks=501782373831240&notif_id=1584732326351204&notif_t=group_activity,
"St Hilary, Vale of Glamorgan",St Hilary Support Group,Vale of Glamorgan,W06000014,https://www.facebook.com/groups/sthilary/,
"Brecon, Worcestershire and surrounding hamlets",Bredon C-19,Powys,W06000023,https://www.facebook.com/groups/bredonparishnoticeboard/,
Dyffryn ARDUDWY  LL442DH ,Plan C Dyffryn Ardudwy + Talybont,Gwynedd,W06000002,https://www.facebook.com/groups/252338849118563/?ref=share,
"Monmouth, Monmouthshire",Brook Estate and area self isolation support,Monmouthshire,W06000021,https://www.facebook.com/groups/928145774269826/,
"Henllys, Cwmbran, South Wales",Henllys COVID-19,Torfaen,W06000020,https://www.facebook.com/groups/807440326429406/,
Dinas Mawddwy & Dolgellau,Cymorth Corona Ardal Dolgellau a Dinas Mawddwy Corona Help Group,Gwynedd,W06000002,https://www.facebook.com/groups/191075669001543/,
"Rhyl, Denbighshire ",Covid 19 Bruton Park& surrounding areas community support group ,Denbighshire,W06000004,https://www.facebook.com/search/top/?q=covid%2019%20bruton%20park%20%26%20surrounding%20areas%20community%20support%20group,
North Wales ,Covid 19 support Ewloe Hawarden and surrounding areas ,Conwy,W06000003,https://m.facebook.com/groups/234086787726824?view=info&ref=group_browse,
Chepstow,Chepstow Covid 19 Help Group,Monmouthshire,W06000021,https://www.facebook.com/groups/543155922970484/,
"Rogiet, Monmouthshire",Rogiet Coronavirus (Covid 19) Community Support Group,Monmouthshire,W06000021,https://www.facebook.com/groups/566241517580215/permalink/566243767579990/,
Cardiff,Hannah llewellyn,Cardiff,W06000015,https://www.google.com/url?q=https://www.facebook.com/groups/151925132663139/&sa=D&ust=1584867516516000&usg=AFQjCNGvnLwdDCPjE9AZPVGml6AQqXR5rg,
"Gower, Swansea ",Gower Support Group - Francesca O’Brien ,Swansea,W06000011,https://www.facebook.com/groups/200096814588785/?ref=share,
Llansilin Powys ,Llansillin Community Volunteers ,Powys,W06000023,https://www.facebook.com/groups/609619539622604/?ref=share,
"Ammanford, South Wales",Amman Valley Support for CoronaVirus,Carmarthenshire,W06000010,https://www.facebook.com/groups/342905956650233/,
CF71 7DP,St Hilary (Wales) Community Coronavirus Support,Vale of Glamorgan,W06000014,http://www.sthilary.org.uk/,
"Grosmont, Wales","Working Together, Grosmont",Monmouthshire,W06000021,https://grosmont.wales/,
"Caerwent, Caldicot",Caerwent Community Support Group-COVID19,Monmouthshire,W06000021,https://www.faceboook.com/groups/caerwentCOVID19,
Cardigan,Cardigan - Corona Virus Help,Ceredigion,W06000008,https://m.facebook.com/groups/496385217937980,
Flintshire ,Trelogan,Flintshire,W06000005,https://m.facebook.com/groups/101100653311817?tsid=0.33753966882621234&source=result,
Llanrhystud Ceredigion,Llanrhystud Corona Virus Support,Ceredigion,W06000008,https://www.facebook.com/groups/2756775227769091/?ref=share,
"Melin area of Neath, Neath Port Talbot",Melin Covid-19 Support Group,Neath Port Talbot,W06000012,https://www.facebook.com/groups/210846583484922/,
Holywell,Holywell Coronavirus Support ,Flintshire,W06000005,https://www.facebook.com/groups/215409109820854/?ref=share,
Neath North,Neath North Residents Covid-19 Support Group,Neath Port Talbot,W06000012,https://www.facebook.com/groups/448708435776204/,
"Bargoed, cf81 ",Bargoed Coronavirus Community Help,Caerphilly,W06000018,https://www.facebook.com/groups/813269219172008/,
Cardiff and Vale of Glamorgan ,Community Payback,Cardiff,W06000015,https://www.wales.probationservices.co.uk,
Devauden Monmouthsire,Devauden Coronavirus Support Group,Monmouthshire,W06000021,http://www.devauden.org.uk/covid-19.html,
"Llanbedr, Gwynedd",Cymuned Llanbedr Community Eryri-Snowdonia,Gwynedd,W06000002,https://www.facebook.com/llanbedr/?__tn__=kC-R&eid=ARDS0zsReqb5714MNaalLkNy09Hw_7qY_Ey7E8jdt-NPaqSn9jYSYR-j38pT8vsRG0jzCJokq83f5o3q&hc_ref=ARRoUQzvr5Z-ICXceIwqUKbWVqtJMnLFXbZTOCG4MIbDdPs8rzO_nnbHziHx_wEAlCw&fref=nf&__xts__[0]=68.ARAGb8Cvl3RxhtWBKPaHs-UComfso0cg9NwuIE0x8RUzFatej74cZmP_-2uVlOiU2xHoX06zH9tZuV8hxAl-R9aIBZKdxnJe_bYfFRogrnSf7qwG_EcjFr5SVta3pssROIdlBfoKE4rzmLSzn9uVVcQH_mv9XHbkSIioHYpvh2tbT4q8mmu0uXywQ8T804V4zpveJFaQ3Vu1sQQP8xCy35UPk8NU6olPV-bLSx-mM1SyO97aXHiYWQ-VohYirpF_iM00WTPVDrXlm74u12j4i97bFdrvXvIxGr3K49fr5IZ5ux4Ezp3U524_vFeJu_B0UvQ_sZo-daEzHAVtZRs,
Miskin Pontyclun RCT,Miskin Community Friends,Rhondda Cynon Taf,W06000016,https://www.facebook.com/groups/606150183563118/,
Porthcawl,Porthcawl Covid 19 Strategy ,Bridgend,W06000013,https://porthcawlc19s.weebly.com,
St Brides Major CF32 0SH,Helping Hands St Brides Major,Vale of Glamorgan,W06000014,https://www.facebook.com/groups/153075902516684,
"Tircoed, Swansea ",Tircoed Covid-19 Community Support Group,Swansea,W06000011,https://www.facebook.com/groups/215980296162269/,
Vale of Glamorgan cf32 0pz,Helping Hands Ogmore-by-Sea,Vale of Glamorgan,W06000014,https://www.facebook.com/groups/141281007210984/?post_id=146609596678125&comment_id=146615940010824&reply_comment_id=146624740009944&notif_id=1585048527299175&notif_t=group_comment_mention&ref=notif,
Dolwyddelan ,Dolwyddelan Covid-19 Mutual Aid Volunteers,Conwy,W06000003,https://www.dolwyddelancc.org.uk/en/home.html,
"Beaumaris, Anglesey, North Wales",Cynllun Tro Da Seiriol Good Turn Scheme,Isle of Anglesey,W06000001,http://www.facebook.com/TroDaSeiriolGoodTurn/,
Llandeilo,Llandeilo Covid-19 Community Support Group,Carmarthenshire,W06000010,https://www.facebook.com/groups/196451478462428/,
"Llandogo, wye valley",Llandogo covid-19 mutual aid ,Monmouthshire,W06000021,https://www.facebook.com/groups/639477593560528/,
"Llanfrothen, Gwynedd",Y Garreg Groceries and Errands Hub,Gwynedd,W06000002,https://www.facebook.com/Ygarreg/,
Porth ,Spectacle Theatre Ltd ,Rhondda Cynon Taf,W06000016,http://www.spectacletheatre.co.uk,
SA1 5SW,The Gathering Place,Swansea,W06000011,https://www.facebook.com/thegatheringplaceuk/,
Taff's well village hall ,Covid 19 help and support Taffs Well and nantgarw,Rhondda Cynon Taf,W06000016,https://www.facebook.com/Covid-19-help-and-support-Taffs-well-and-Nantgarw-106246037675442/,
Tonteg/Church Village/ Llantwit Fadre,Salem Chapel Foodbank Delivery and Support,Rhondda Cynon Taf,W06000016,https://salemtonteg.wordpress.com/,
"Pembroke, Wales, UK",Pembroke Needs You,Pembrokeshire,W06000009,https://www.facebook.com/groups/688508338555798/,
"Neyland, Pembrokeshire, Wales",Neyland Community Group,Pembrokeshire,W06000009,https://www.facebook.com/groups/291684121800143/,
"Abermule , Powys, SY15 6NS ",Abermule Community Centre Outreach,Powys,W06000023,https://www.facebook.com/AbermuleCommunityCentre,
"Abermule, Powys, SY15 6NS",Abermule Community Centre - Outreach,Powys,W06000023,https://www.abermule.cymru,
"Bala, Gwynedd",Yr Ymateb Cymuned Penllyn Community Response,Gwynedd,W06000002,https://www.facebook.com/groups/PenllynResponse/,
Rhondda Cynon Taff RCT,Stay Connected Telephone Befriending Network,Rhondda Cynon Taf,W06000016,https://www.facebook.com/MHMWales,
"Haverfordwest, Pembrokeshire",Haverhelp During Coronavirus,Pembrokeshire,W06000009,https://www.facebook.com/groups/844894585984572/,
Glyncoch CF37 3DA,Glyncoch Covid19 community support group,Rhondda Cynon Taf,W06000016,https://www.facebook.com/groups/2567769563490521/,
Porthcawl,Porthcawl COVID 19 Strategy Group,Bridgend,W06000013, https://porthcawlc19s.weebly.com,
"Berriew, Powys",Berriew Support,Powys,W06000023,https://www.facebook.com/groups/BerriewSupport/,
"R.c.t  Gilfach goch,  south wales",Gilfach goch coronavirus help group,Rhondda Cynon Taf,W06000016,https://www.facebook.com/0778angie,
Newport Pembrokeshire,Newport Trefdraeth Corona virus help,Pembrokeshire,W06000009,https://www.facebook.com/groups/190760015690311/,
Penarth ,Helping Hands Penarth,Vale of Glamorgan,W06000014,https://m.facebook.com/groups/207933657118081?tsid=0.4651728674983603&source=result.co.uk,
"Bwlchnewydd, Carmarthenshire",Mutual Aid Bwlchnewydd Area,Carmarthenshire,W06000010,https://www.facebook.com/groups/656480578228425/,
Rhydargaeau. Carmarthenshire,Cymorth/Help Coronavirus Rhydargaeau,Carmarthenshire,W06000010,https://www.facebook.com/groups/1059737241056360/,
"Peniel, Carmarthenshire",Cymorth Coronavirus Peniel,Carmarthenshire,W06000010,https://www.facebook.com/groups/1541237276042265/,
Swansea,Swansea Isolation Activity Packs,Swansea,W06000011,https://www.facebook.com/SwanseaActivityPacks/,
"Wales, Benllech, LL74 8SY + 8SU",Benllech 8SY and 8SU,Isle of Anglesey,W06000001,https://www.facebook.com/groups/880080229104282/?ref=share,
Amroth Ward (Pembrokeshire),Amroth and District Good Neighbours,Pembrokeshire,W06000009,http://amrothgoodneighbours.wales,
Cardiff,Butetown and Bay Covid Mutual Aid,Cardiff,W06000015,https://www.facebook.com/groups/635718133658805/,
"Penrhyn Avenue, Bangor LL57 1LT, UK",MaesG Coronavirus Supprt Group,Gwynedd,W06000002,https://www.facebook.com/Maes-G-Corona-Virus-Support-group-166216060559730/,
"Swansea SA7 9LA, UK",Paul Popham Fund: Renal Support Wales,Swansea,W06000011,www.paulpophamfund.co.uk,
"Blaenavon, Pontypool, UK",Blaenavon Coronovirus Help Group,Torfaen,W06000020,www.facebook.com/groups/561669131115526/,
"Tabernacle Street, Buckley CH7 2JT, UK",Buckley Emergency Response Group,Flintshire,W06000005,Www.facebook.com/the,
"Tabernacle Street, Buckley CH7 2JT, UK",Buckley Emergency Response Team,Flintshire,W06000005,https://www.facebook.com/groups/883174221802686/?ref=share,
"Merches Gardens, Cardiff CF11 6RE, UK",Grangetown Community Volunteers,Cardiff,W06000015,www.grangetowncardiff.co.uk,
"Cwmbran, UK",Councillor Elizabeth Haynes ,Torfaen,W06000020,https://m.facebook.com/groups/692362157447373?group_view_referrer=profile_browser,
"Woodland Road, Croesyceiliog, Cwmbran NP44 2DZ, UK",Croesyceiliog & Llanyrafon Support Group,Torfaen,W06000020,https://www.facebook.com/groups/211440669330816/?ref=share,
"Cardiff, UK",Corona Virus - South Wales Resilience Group ,Cardiff,W06000015,https://www.facebook.com/groups/SouthWalesCommunity/,
"New Inn, Pontypool, UK",New Inn Corona Virus Community Support,Torfaen,W06000020,https://www.facebook.com/groups/2533872780158819/,
"Presteigne, UK",Presteigne & Norton Coronavirus Community Response,Powys,W06000023,https://www.facebook.com/Presteigne-Norton-Community-Covid-19-Support-101948184783706/,
"Kidwelly, UK",Crisial Davies,Carmarthenshire,W06000010,https://m.facebook.com/groups/2308489282784675?tsid=0.6280389786325369&source=result,
"Trethomas, Caerphilly CF83 8FL, UK",The BMMR Parish Trust CARE Project,Caerphilly,W06000018,https://bmmr.church/coronavirus,
"Oxtens, Coed Eva, Cwmbran NP44 4TP, UK",Coed Eva Community - Covid 19 Support,Torfaen,W06000020,https://www.facebook.com/groups/475764279184930/,
"Cwmbran, UK",Greenmeadow/fairwater covid-19 group,Torfaen,W06000020,https://www.facebook.com/greenmeadow/fairwaterCovid-19groupduscusdion,
"Cae Gwastad, Harlech LL46 2GY, UK",Help Harlech,Gwynedd,W06000002,https://www.facebook.com/helpharlech/,
"Newport, UK",Little Helpers ,Newport,W06000022,https://www.facebook.com/groups/1033525720366303,
